,Order_ID,Product,Order_Date,Discount_Pct,Price_per_Box,Marketing_Spend,Boxes_Shipped,Amount
112209,ORD-125443,Truffle Gift Box,2023-02-12,8.2,2.52,199.16,320,806.4
112220,ORD-048523,70% Dark Bar,2023-02-12,18.2,2.62,51.67,212,555.44
112222,ORD-107073,70% Dark Bar,2023-02-12,12.6,3.25,55.64,175,568.75
112262,ORD-189703,70% Dark Bar,2023-02-13,22.0,14.24,340.99,104,1480.96
112291,ORD-195357,70% Dark Bar,2023-02-13,14.8,2.89,24.45,126,364.14000000000004
112341,ORD-192756,70% Dark Bar,2023-02-13,19.7,4.08,40.2,126,514.08
112391,ORD-021869,70% Dark Bar,2023-02-13,18.6,2.48,163.29,321,796.08
112417,ORD-196429,Truffle Gift Box,2023-02-13,13.6,3.26,90.35,263,857.38
112530,ORD-170663,Pralines Gift Box,2023-02-14,26.8,3.24,92.91,192,622.08
112579,ORD-110566,Choco Coins Bag,2023-02-14,19.5,2.82,240.07,-505,-1424.1
112580,ORD-171923,Choco Coins Bag,2023-02-14,8.0,3.61,48.81,204,736.4399999999999
112614,ORD-009464,Mint Dark Bar,2023-02-14,14.6,2.89,52.82,112,323.68
112631,ORD-009442,Truffle Gift Box,2023-02-14,29.2,2.9,12.9,182,527.8
112632,ORD-084052,70% Dark Bar,2023-02-14,13.7,4.01,168.5,161,645.61
112633,ORD-025432,Hazelnut Milk Bar,2023-02-14,8.2,17.21,61.67,33,567.9300000000001
112731,ORD-047053,Mixed Assortment Box,2023-02-14,20.5,3.39,72.55,359,1217.01
112780,ORD-119883,Milk Classic Bar,2023-02-15,8.1,4.0,92.62,142,568.0
112818,ORD-155393,Truffle Gift Box,2023-02-15,7.2,2.59,61.89,175,453.25
112861,ORD-092250,Salted Caramel Bar,2023-02-15,4.9,17.58,56.51,40,703.1999999999999
112884,ORD-145637,Truffle Gift Box,2023-02-15,21.1,10.93,61.53,112,1224.1599999999999
113015,ORD-172891,70% Dark Bar,2023-02-15,4.4,17.64,120.65,49,864.36
113034,ORD-096327,Almond Crunch Bar,2023-02-15,17.5,2.79,66.42,313,873.27
113051,ORD-198093,Truffle Gift Box,2023-02-15,11.8,12.68,138.79,89,1128.52
113063,ORD-191447,Mixed Assortment Box,2023-02-16,16.0,11.68,76.9,125,1460.0
113067,ORD-186706,Mint Dark Bar,2023-02-16,16.1,2.72,42.52,122,331.84000000000003
113195,ORD-051754,Hazelnut Milk Bar,2023-02-16,22.1,3.15,178.25,298,938.6999999999999
113210,ORD-028143,Mixed Assortment Box,2023-02-16,5.9,2.95,79.69,244,719.8000000000001
113226,ORD-084795,Truffle Gift Box,2023-02-16,6.4,13.87,87.64,68,943.16
113275,ORD-091216,70% Dark Bar,2023-02-16,20.6,11.26,118.26,105,1182.3
113276,ORD-199096,70% Dark Bar,2023-02-16,14.61,11.52,89.62,94,1082.8799999999999
113302,ORD-009550,70% Dark Bar,2023-02-16,9.5,12.66,135.53,93,1177.38
113326,ORD-189882,Almond Crunch Bar,2023-02-16,10.4,2.77,71.9,234,648.18
113330,ORD-045430,Mint Dark Bar,2023-02-16,27.1,2.7,177.9,246,664.2
113372,ORD-162270,70% Dark Bar,2023-02-17,16.8,3.43,73.45,147,504.21000000000004
113377,ORD-141528,Truffle Gift Box,2023-02-17,19.1,3.98,59.2,201,799.98
113380,ORD-130551,70% Dark Bar,2023-02-17,9.1,3.75,38.17,127,476.25
113381,ORD-132138,Almond Crunch Bar,2023-02-17,7.9,16.88,75.44,47,793.3599999999999
113401,ORD-082428,Milk Classic Bar,2023-02-17,1.63,2.77,55.99,126,349.02
113406,ORD-186444,Mixed Assortment Box,2023-02-17,20.4,11.96,54.39,116,1387.3600000000001
113444,ORD-177595,Milk Classic Bar,2023-02-17,4.4,6.904827586206897,88.99,27,186.43034482758623
113499,ORD-122243,70% Dark Bar,2023-02-17,10.4,10.58,127.69,97,1026.26
113538,ORD-023202,Mixed Assortment Box,2023-02-17,2.4,2.84,68.76,257,729.88
113562,ORD-086187,70% Dark Bar,2023-02-17,8.2,2.64,67.12,231,609.84
113606,ORD-097951,Milk Classic Bar,2023-02-17,11.0,3.34,114.67,211,704.74
113629,ORD-049324,70% Dark Bar,2023-02-18,31.7,13.01,56.91,68,884.68
113660,ORD-029997,70% Dark Bar,2023-02-18,5.8,2.98,86.9,157,467.86
113681,ORD-086002,White Choco Bar,2023-02-18,5.1,4.8,126.32,130,624.0
113686,ORD-042956,70% Dark Bar,2023-02-18,12.9,11.12,55.22,62,689.4399999999999
113712,ORD-162591,Almond Crunch Bar,2023-02-18,3.6,3.3,59.35,178,587.4
113745,ORD-053112,70% Dark Bar,2023-02-18,12.7,4.16,130.57,126,524.16
113749,ORD-179453,Milk Classic Bar,2023-02-18,7.5,6.381428571428572,143.39,196,1250.76
113762,ORD-156177,White Choco Bar,2023-02-18,10.7,15.87,147.62,58,920.4599999999999
113821,ORD-087155,Truffle Gift Box,2023-02-18,8.1,12.5,95.62,87,1087.5
113831,ORD-125942,Mixed Assortment Box,2023-02-18,22.7,3.18,191.61,567,1803.0600000000002
113880,ORD-168788,Truffle Gift Box,2023-02-19,15.2,11.59,106.97,83,961.97
113953,ORD-151918,70% Dark Bar,2023-02-19,18.9,2.34,103.18,393,919.6199999999999
113978,ORD-184947,Truffle Gift Box,2023-02-19,10.7,3.14,89.98,224,703.36
113988,ORD-065070,Almond Crunch Bar,2023-02-19,9.4,3.21,160.93,253,812.13
114001,ORD-059941,70% Dark Bar,2023-02-19,14.0,2.65,415.71,405,1073.25
114026,ORD-022956,70% Dark Bar,2023-02-19,10.2,3.39,66.6,228,772.9200000000001
114029,ORD-153052,Hazelnut Milk Bar,2023-02-19,3.6,12.62,65.72,47,593.14
114073,ORD-186107,Choco Coins Bag,2023-02-19,7.0,14.94,29.55,49,732.06
114122,ORD-110153,Milk Classic Bar,2023-02-19,8.9,3.2,93.73,138,441.6
114123,ORD-107407,Truffle Gift Box,2023-02-19,18.2,3.61,152.18,297,1072.17
114243,ORD-025955,70% Dark Bar,2023-02-20,5.6,4.11,53.25,75,308.25
114253,ORD-134028,Mixed Assortment Box,2023-02-20,12.2,11.9,48.38,105,1249.5
114270,ORD-051204,Choco Coins Bag,2023-02-20,2.9,2.87,141.58,303,869.61
114297,ORD-013946,White Choco Bar,2023-02-20,18.9,2.59,61.17,163,422.16999999999996
114327,ORD-154538,70% Dark Bar,2023-02-20,8.9,2.86,82.17,141,403.26
114343,ORD-084837,70% Dark Bar,2023-02-20,12.6,2.97,91.97,164,487.08000000000004
114365,ORD-002478,70% Dark Bar,2023-02-20,19.8,3.9,82.26,110,429.0
114387,ORD-036165,Truffle Gift Box,2023-02-21,13.2,3.11,87.17,280,870.8
114401,ORD-153063,70% Dark Bar,2023-02-21,24.2,15.98,45.19,38,607.24
114421,ORD-178282,Mixed Assortment Box,2023-02-21,20.3,2.68,42.97,273,731.6400000000001
114426,ORD-041692,Mixed Assortment Box,2023-02-21,9.0,2.69,50.02,1216,3271.04
114463,ORD-104873,Pralines Gift Box,2023-02-21,13.2,3.44,188.49,236,811.84
114539,ORD-146746,Truffle Gift Box,2023-02-21,8.7,4.13,43.46,199,821.87
114564,ORD-130352,70% Dark Bar,2023-02-21,21.4,2.97,46.2,177,525.69
114578,ORD-112617,Pralines Gift Box,2023-02-21,2.8,3.27,142.82,223,729.21
114600,ORD-089631,70% Dark Bar,2023-02-21,16.9,2.79,62.08,180,502.2
114604,ORD-137160,Truffle Gift Box,2023-02-21,2.5,2.88,92.05,209,601.92
114617,ORD-167184,Truffle Gift Box,2023-02-21,1.5,3.95,66.21,191,754.45
114630,ORD-007194,70% Dark Bar,2023-02-21,1.7,2.82,278.07,221,623.2199999999999
114633,ORD-025783,Choco Coins Bag,2023-02-21,13.84655172413793,2.96,21.75,144,426.24
114646,ORD-159338,70% Dark Bar,2023-02-21,7.2,2.57,114.81,241,619.37
114650,ORD-068631,Truffle Gift Box,2023-02-21,7.6,2.88,140.89,331,953.28
114663,ORD-025615,Pralines Gift Box,2023-02-22,3.4,3.88,89.1,133,516.04
114673,ORD-075011,Almond Crunch Bar,2023-02-22,8.5,3.1,173.52,306,948.6
114745,ORD-093990,70% Dark Bar,2023-02-22,17.3,3.26,27.48,104,339.03999999999996
114775,ORD-059484,Pralines Gift Box,2023-02-22,3.3,2.8,81.99,143,400.4
114793,ORD-047260,Almond Crunch Bar,2023-02-22,32.1,2.83,116.62,417,1180.1100000000001
114827,ORD-179742,Almond Crunch Bar,2023-02-22,20.5,2.93,366.77,460,1347.8000000000002
114850,ORD-149298,70% Dark Bar,2023-02-22,19.3,4.0,190.14,234,936.0
114868,ORD-034427,Mixed Assortment Box,2023-02-22,8.5,3.48,97.58,304,1057.92
114915,ORD-198505,Mint Dark Bar,2023-02-23,11.6,3.29,121.91,149,490.21
114917,ORD-135333,70% Dark Bar,2023-02-23,9.4,3.09,168.21,220,679.8
114924,ORD-011826,Truffle Gift Box,2023-02-23,19.8,2.65,136.95,335,887.75
114930,ORD-048997,70% Dark Bar,2023-02-23,10.3,2.77,99.33,174,481.98
114971,ORD-183208,Salted Caramel Bar,2023-02-23,13.0,2.73,21.74,88,240.24
114973,ORD-117399,70% Dark Bar,2023-02-23,6.4,3.08,144.61,182,560.5600000000001
114999,ORD-067137,Milk Classic Bar,2023-02-23,13.9,2.73,56.41,131,357.63
115053,ORD-196890,Truffle Gift Box,2023-02-23,30.4,11.99,31.01,21,251.79
115054,ORD-100746,Milk Classic Bar,2023-02-23,20.2,13.82,104.85,66,912.12
115068,ORD-066928,Truffle Gift Box,2023-02-23,11.2,3.66,72.35,249,911.34
115128,ORD-115739,White Choco Bar,2023-02-23,21.57,10.9,103.08,94,1024.6000000000001
115150,ORD-180482,Mixed Assortment Box,2023-02-23,13.4,2.35,58.42,432,1015.2
115175,ORD-157798,Almond Crunch Bar,2023-02-23,12.1,11.44,101.54,114,1304.1599999999999
115182,ORD-146006,Mixed Assortment Box,2023-02-23,14.8,3.32,199.99,398,1321.36
115193,ORD-177949,Milk Classic Bar,2023-02-24,12.0,3.16,214.5,-178,-562.48
115260,ORD-010125,White Choco Bar,2023-02-24,20.3,3.75,88.82,179,671.25
115331,ORD-199780,70% Dark Bar,2023-02-24,6.9,3.04,57.36,106,322.24
115413,ORD-114522,Milk Classic Bar,2023-02-24,17.8,2.58,86.58,168,433.44
115443,ORD-069639,Pralines Gift Box,2023-02-24,17.2,2.76,39.85,158,436.08
115469,ORD-180298,70% Dark Bar,2023-02-25,3.3,3.51,121.44,185,649.3499999999999
115560,ORD-045894,Truffle Gift Box,2023-02-25,4.4,2.77,128.74,343,950.11
115572,ORD-165017,Truffle Gift Box,2023-02-25,21.2,3.07,47.71,205,629.35
115673,ORD-007789,70% Dark Bar,2023-02-25,10.0,13.55,171.28,62,840.1
115706,ORD-127912,Truffle Gift Box,2023-02-25,15.5,3.39,77.14,202,684.78
115708,ORD-068953,85% Dark Bar,2023-02-25,21.9,13.53,60.64,37,500.60999999999996
115717,ORD-177581,Mixed Assortment Box,2023-02-25,13.6,3.27,109.26,412,1347.24
115816,ORD-111701,White Choco Bar,2023-02-26,20.8,3.02,101.98,317,957.34
115846,ORD-184121,Mint Dark Bar,2023-02-26,14.4,4.36,44.14,94,409.84000000000003
115912,ORD-184328,Truffle Gift Box,2023-02-26,7.2,18.2,72.6,69,1255.8
115992,ORD-063820,Mixed Assortment Box,2023-02-26,9.7,3.37,67.31,304,1024.48
116006,ORD-076130,70% Dark Bar,2023-02-26,19.2,11.1,240.34,81,899.1
116025,ORD-074372,Mixed Assortment Box,2023-02-26,12.1,4.25,115.35,338,1436.5
116154,ORD-012980,85% Dark Bar,2023-02-27,19.2,3.05,104.93,172,524.6
116166,ORD-128022,Truffle Gift Box,2023-02-27,21.83,2.8,118.07,305,854.0
116192,ORD-185749,Truffle Gift Box,2023-02-27,14.7,11.46,24.56,43,492.78000000000003
116213,ORD-003306,Milk Classic Bar,2023-02-27,5.0,3.02,75.85,133,401.66
116222,ORD-150647,70% Dark Bar,2023-02-27,10.8,3.12,123.13,176,549.12
116246,ORD-050333,70% Dark Bar,2023-02-27,2.2,3.54,134.49,170,601.8
116256,ORD-097276,70% Dark Bar,2023-02-27,21.5,2.98,109.15,255,759.9
116303,ORD-032919,White Choco Bar,2023-02-27,27.4,2.66,112.01,346,920.36
116316,ORD-003489,Choco Coins Bag,2023-02-27,14.3,3.47,70.34,345,1197.15
116394,ORD-097968,70% Dark Bar,2023-02-28,13.9,16.69,54.84,43,717.6700000000001
116469,ORD-093027,Salted Caramel Bar,2023-02-28,6.1,14.59,74.93,52,758.68
116489,ORD-009593,White Choco Bar,2023-02-28,14.3,3.3,47.23,126,415.79999999999995
116530,ORD-050667,Truffle Gift Box,2023-02-28,24.0,16.51,67.59,65,1073.15
116545,ORD-115857,Milk Classic Bar,2023-02-28,10.5,2.54,67.16,175,444.5
116563,ORD-120493,Pralines Gift Box,2023-02-28,21.8,3.13,143.6,273,854.49
116606,ORD-116613,70% Dark Bar,2023-03-01,22.9,2.87,197.3,321,921.27
116632,ORD-137839,Truffle Gift Box,2023-03-01,11.5,2.91,28.79,131,381.21000000000004
116645,ORD-119797,85% Dark Bar,2023-03-01,22.4,2.9,66.83,161,466.9
116653,ORD-000665,Pralines Gift Box,2023-03-01,18.6,3.92,217.92,302,1183.84
116658,ORD-199330,70% Dark Bar,2023-03-01,5.2,12.3,44.75,42,516.6
116719,ORD-129123,85% Dark Bar,2023-03-01,7.8,3.96,65.17,81,320.76
116723,ORD-175310,Mint Dark Bar,2023-03-01,15.8,12.2,62.04,51,622.1999999999999
116739,ORD-104347,Milk Classic Bar,2023-03-01,9.4,11.74,56.27,45,528.3
116763,ORD-042512,Milk Classic Bar,2023-03-01,6.3,3.28,21.28,85,278.8
116791,ORD-078881,Mint Dark Bar,2023-03-01,16.1,2.66,122.56,187,497.42
116832,ORD-013901,70% Dark Bar,2023-03-01,9.6,14.11,202.5,82,1157.02
116926,ORD-151007,70% Dark Bar,2023-03-02,12.7,18.55,119.7,37,686.35
116934,ORD-120181,Truffle Gift Box,2023-03-02,2.5,3.51,93.27,263,923.13
116971,ORD-004407,Truffle Gift Box,2023-03-02,19.6,2.85,137.82,410,1168.5
117005,ORD-101754,Truffle Gift Box,2023-03-02,23.7,10.79,35.6,82,884.78
117039,ORD-020885,Almond Crunch Bar,2023-03-02,18.1,4.34,148.47,283,1228.22
117123,ORD-000916,70% Dark Bar,2023-03-02,16.7,3.09,38.95,80,247.2
117152,ORD-103109,70% Dark Bar,2023-03-02,14.1,2.96,26.75,115,340.4
117170,ORD-108888,Mixed Assortment Box,2023-03-03,4.6,3.75,107.65,253,948.75
117182,ORD-103186,Truffle Gift Box,2023-03-03,29.2,2.85,135.85,432,1231.2
117237,ORD-188345,Mixed Assortment Box,2023-03-03,13.8,2.95,87.64,330,973.5000000000001
117289,ORD-038586,Mixed Assortment Box,2023-03-03,14.6,3.3,69.54,338,1115.3999999999999
117322,ORD-043011,Truffle Gift Box,2023-03-03,1.7,3.06,40.82,122,373.32
117341,ORD-134630,Mixed Assortment Box,2023-03-03,17.5,3.22,84.97,271,872.62
117347,ORD-110633,Truffle Gift Box,2023-03-03,12.95,3.44,62.86,133,457.52
117348,ORD-166581,Truffle Gift Box,2023-03-03,10.7,3.38,215.25,285,963.3
117453,ORD-137051,Truffle Gift Box,2023-03-04,8.1,17.09,68.22,56,957.04
117460,ORD-062954,Choco Coins Bag,2023-03-04,25.4,16.98,18.55,37,628.26
117556,ORD-042318,70% Dark Bar,2023-03-04,13.3,2.95,111.87,167,492.65000000000003
117581,ORD-010917,White Choco Bar,2023-03-04,20.8,3.88,107.95,-230,-892.4
117594,ORD-132219,Mixed Assortment Box,2023-03-04,17.9,2.73,106.1,477,1302.21
117598,ORD-090406,Truffle Gift Box,2023-03-04,10.4,16.83,103.37,70,1178.1
117609,ORD-198567,70% Dark Bar,2023-03-04,5.7,4.34,41.99,67,290.78
117679,ORD-131226,Almond Crunch Bar,2023-03-04,2.5,12.92,36.22,49,633.08
117727,ORD-064602,Pralines Gift Box,2023-03-05,12.4,3.55,62.8,122,433.09999999999997
117749,ORD-196726,Truffle Gift Box,2023-03-05,9.2,3.24,42.31,171,554.0400000000001
117770,ORD-133143,70% Dark Bar,2023-03-05,7.2,3.81,78.07,102,388.62
117771,ORD-157515,Pralines Gift Box,2023-03-05,4.7,3.2,102.42,164,524.8000000000001
117778,ORD-185230,85% Dark Bar,2023-03-05,13.1,3.24,45.95,94,304.56
117782,ORD-047207,Almond Crunch Bar,2023-03-05,10.1,14.14,57.26,71,1003.94
117791,ORD-032169,Milk Classic Bar,2023-03-05,11.4,10.85,79.36107142857144,64,694.4
117832,ORD-017068,85% Dark Bar,2023-03-05,14.9,2.75,121.15,183,503.25
117839,ORD-036507,70% Dark Bar,2023-03-05,4.2,13.84,71.24,35,484.4
117850,ORD-028602,Hazelnut Milk Bar,2023-03-05,7.8,3.23,139.37,184,594.32
117866,ORD-189269,70% Dark Bar,2023-03-05,19.8,2.54,113.65,155,393.7
117878,ORD-040283,Almond Crunch Bar,2023-03-05,15.1,3.27,32.32,171,559.17
117880,ORD-071643,Milk Classic Bar,2023-03-05,11.1,3.21,86.94,-181,-581.01
117890,ORD-129904,Hazelnut Milk Bar,2023-03-05,5.9,12.99,107.17,55,714.45
117948,ORD-020475,Truffle Gift Box,2023-03-05,9.8,3.5,82.31,208,728.0
117956,ORD-034430,Hazelnut Milk Bar,2023-03-05,9.1,3.15,98.15,206,648.9
118003,ORD-055219,Truffle Gift Box,2023-03-06,16.9,17.36,89.22,78,1354.08
118026,ORD-136017,70% Dark Bar,2023-03-06,8.2,3.02,22.28,57,172.14000000000001
118047,ORD-060904,Truffle Gift Box,2023-03-06,9.4,2.8,70.4,194,543.1999999999999
118061,ORD-112348,70% Dark Bar,2023-03-06,7.2,3.37,79.72,116,390.92
118082,ORD-035808,70% Dark Bar,2023-03-06,10.1,2.99,49.91,103,307.97
118110,ORD-051081,70% Dark Bar,2023-03-06,2.0,3.6,105.97,147,529.2
118120,ORD-058835,70% Dark Bar,2023-03-06,19.7,2.85,124.23,188,535.8000000000001
118165,ORD-144957,White Choco Bar,2023-03-06,26.3,2.41,213.52,361,870.0100000000001
118167,ORD-156386,70% Dark Bar,2023-03-06,8.2,17.99,76.97,36,647.64
118297,ORD-180943,70% Dark Bar,2023-03-07,10.0,3.6,127.31,182,655.2
118299,ORD-104203,Mixed Assortment Box,2023-03-07,12.7,3.01,48.08,240,722.4
118300,ORD-063603,Truffle Gift Box,2023-03-07,9.4,2.93,49.9,190,556.7
118326,ORD-124111,Milk Classic Bar,2023-03-07,15.1,2.43,278.34,168,408.24
118335,ORD-110941,Salted Caramel Bar,2023-03-07,12.6,2.73,75.07,231,630.63
118338,ORD-026870,Truffle Gift Box,2023-03-07,13.8,3.04,46.67,162,492.48
118368,ORD-104033,Almond Crunch Bar,2023-03-07,10.5,3.46,37.81,104,359.84
118386,ORD-022560,Mixed Assortment Box,2023-03-07,5.9,13.57,77.94,105,1424.8500000000001
118394,ORD-032631,Truffle Gift Box,2023-03-07,22.5,2.36,41.12,288,679.68
118403,ORD-040209,70% Dark Bar,2023-03-07,6.5,3.23,77.91,128,413.44
118422,ORD-152228,Mixed Assortment Box,2023-03-07,10.7,2.55,104.83,311,793.05
118444,ORD-000886,85% Dark Bar,2023-03-07,20.9,3.66,38.75,72,263.52
118446,ORD-079560,70% Dark Bar,2023-03-07,2.0,3.41,69.1,105,358.05
118481,ORD-062522,70% Dark Bar,2023-03-07,4.2,12.59,128.35,46,579.14
118490,ORD-006151,White Choco Bar,2023-03-07,14.2,4.03,175.74,152,612.5600000000001
118504,ORD-178251,Mint Dark Bar,2023-03-07,14.1,3.17,15.65,58,183.85999999999999
118521,ORD-049844,70% Dark Bar,2023-03-07,12.6,3.04,152.0,134,407.36
118543,ORD-160305,Truffle Gift Box,2023-03-07,9.4,3.44,91.68,216,743.04
118627,ORD-115083,Mixed Assortment Box,2023-03-08,16.2,3.05,484.99,931,2839.5499999999997
118631,ORD-160655,Mixed Assortment Box,2023-03-08,18.6,2.9,43.49,308,893.1999999999999
118679,ORD-044749,Mixed Assortment Box,2023-03-08,28.2,10.17,98.69,192,1952.6399999999999
118687,ORD-192511,70% Dark Bar,2023-03-08,13.8,12.42,174.21,63,782.46
118713,ORD-005968,Mint Dark Bar,2023-03-08,14.7,2.75,188.31,221,607.75
118776,ORD-089168,Almond Crunch Bar,2023-03-08,7.9,2.97,169.24,249,739.5300000000001
118818,ORD-144818,Almond Crunch Bar,2023-03-09,8.5,3.18,259.16,321,1020.7800000000001
118881,ORD-005795,70% Dark Bar,2023-03-09,17.4,17.38,209.4,61,1060.1799999999998
118894,ORD-077383,Mint Dark Bar,2023-03-09,24.0,2.94,93.36,176,517.4399999999999
118907,ORD-152872,Truffle Gift Box,2023-03-09,2.6,4.1,57.61,118,483.79999999999995
118974,ORD-038664,Truffle Gift Box,2023-03-09,8.4,2.55,151.68,263,670.65
119028,ORD-021034,Pralines Gift Box,2023-03-09,5.6,3.49,106.37,173,603.77
119124,ORD-110167,Truffle Gift Box,2023-03-10,13.1,3.9,156.34,309,1205.1
119158,ORD-065220,85% Dark Bar,2023-03-10,13.5,2.93,41.28,79,231.47
119168,ORD-091165,Milk Classic Bar,2023-03-10,16.6,13.91,50.06,56,778.96
119298,ORD-068598,70% Dark Bar,2023-03-10,19.2,2.84,130.73,313,888.92
119311,ORD-115305,Pralines Gift Box,2023-03-10,11.2,12.3,76.21,71,873.3000000000001
119374,ORD-036461,70% Dark Bar,2023-03-11,15.9,2.81,30.37,148,415.88
119458,ORD-175624,70% Dark Bar,2023-03-11,16.6,3.39,69.78,135,457.65000000000003
119484,ORD-185399,85% Dark Bar,2023-03-11,14.9,3.17,49.37,121,383.57
119488,ORD-017188,70% Dark Bar,2023-03-11,22.2,2.59,78.75,217,562.03
119489,ORD-006629,Truffle Gift Box,2023-03-11,3.5,18.07,310.93,106,1915.42
119608,ORD-178492,Mixed Assortment Box,2023-03-11,12.9,11.66,72.0,200,2332.0
119611,ORD-048399,70% Dark Bar,2023-03-11,11.0,2.95,67.27,74,218.3
119631,ORD-012192,70% Dark Bar,2023-03-11,22.93,2.76,185.99,263,725.88
119650,ORD-127938,Mixed Assortment Box,2023-03-12,15.2,3.35,50.77,325,1088.75
119658,ORD-027164,70% Dark Bar,2023-03-12,15.6,3.12,126.82,239,745.6800000000001
119666,ORD-114101,70% Dark Bar,2023-03-12,9.1,2.94,30.91,142,417.48
119674,ORD-166850,Pralines Gift Box,2023-03-12,1.3,14.59,65.02,52,758.68
119699,ORD-053008,Truffle Gift Box,2023-03-12,16.41,11.57,92.81,151,1747.07
119752,ORD-039858,Mixed Assortment Box,2023-03-12,20.8,4.05,74.51,390,1579.5
119901,ORD-192278,70% Dark Bar,2023-03-12,16.8,3.15,124.96,242,762.3
119935,ORD-126783,Mixed Assortment Box,2023-03-13,22.8,2.96,81.76,422,1249.12
119990,ORD-090937,70% Dark Bar,2023-03-13,20.89,16.87,86.13,45,759.1500000000001
120011,ORD-189002,70% Dark Bar,2023-03-13,10.0,2.93,116.71,108,316.44
120020,ORD-075906,Truffle Gift Box,2023-03-13,11.5,2.81,65.13,218,612.58
120122,ORD-118863,Pralines Gift Box,2023-03-13,13.6,3.68,62.17,105,386.40000000000003
120127,ORD-120310,White Choco Bar,2023-03-13,23.4,11.44,225.94,112,1281.28
120138,ORD-055195,70% Dark Bar,2023-03-13,16.6,4.1,86.62,146,598.5999999999999
120195,ORD-145346,Truffle Gift Box,2023-03-14,6.2,3.43,43.28,137,469.91
120304,ORD-162432,70% Dark Bar,2023-03-14,3.14,4.3,64.88,124,533.1999999999999
120324,ORD-172886,White Choco Bar,2023-03-14,16.9,3.4,73.78,137,465.8
120341,ORD-074070,70% Dark Bar,2023-03-14,9.1,13.92,97.27,44,612.48
120409,ORD-033043,Mixed Assortment Box,2023-03-14,12.1,3.23,66.31,356,1149.8799999999999
120477,ORD-153374,70% Dark Bar,2023-03-15,7.8,3.71,126.39,107,396.96999999999997
120479,ORD-169133,Truffle Gift Box,2023-03-15,9.8,2.92,61.65,147,429.24
120487,ORD-102050,70% Dark Bar,2023-03-15,10.0,3.04,48.03,110,334.4
120513,ORD-130750,Truffle Gift Box,2023-03-15,11.4,2.97,43.77,153,454.41
120514,ORD-142545,Pralines Gift Box,2023-03-15,21.9,12.54,92.31,72,902.8799999999999
120520,ORD-009264,White Choco Bar,2023-03-15,10.4,18.27,141.44,41,749.0699999999999
120576,ORD-110586,70% Dark Bar,2023-03-15,7.3,3.04,40.43,133,404.32
120588,ORD-042357,Mixed Assortment Box,2023-03-15,21.4,3.96,48.64,277,1096.92
120641,ORD-099189,Truffle Gift Box,2023-03-15,5.3,2.9,70.4,228,661.1999999999999
120690,ORD-015569,Truffle Gift Box,2023-03-15,16.2,4.09,114.15,176,719.8399999999999
120693,ORD-173707,70% Dark Bar,2023-03-15,14.4,2.89,61.63,150,433.5
120704,ORD-023477,70% Dark Bar,2023-03-16,6.4,19.27,171.84,66,1271.82
120720,ORD-024483,70% Dark Bar,2023-03-16,24.0,2.32,105.38,249,577.68
120738,ORD-057235,70% Dark Bar,2023-03-16,20.6,2.68,44.33,201,538.6800000000001
120751,ORD-178288,Truffle Gift Box,2023-03-16,17.9,3.28,117.21,271,888.88
120844,ORD-162385,70% Dark Bar,2023-03-16,4.3,12.64,48.6,55,695.2
120888,ORD-008747,Truffle Gift Box,2023-03-16,8.0,2.56,128.47,298,762.88
120935,ORD-019839,Milk Classic Bar,2023-03-16,13.0,2.69,17.9,74,199.06
120974,ORD-108814,Pralines Gift Box,2023-03-16,2.5,4.08,109.68,130,530.4
120981,ORD-179875,Truffle Gift Box,2023-03-16,3.3,14.69,65.71,32,470.08
120995,ORD-157288,70% Dark Bar,2023-03-17,13.4,3.09,83.53,176,543.8399999999999
120998,ORD-057690,Choco Coins Bag,2023-03-17,19.8,2.75,51.35,316,869.0
121060,ORD-064049,70% Dark Bar,2023-03-17,14.2,4.2,87.45,136,571.2
121072,ORD-093180,70% Dark Bar,2023-03-17,7.6,17.89,61.13,37,661.9300000000001
121140,ORD-192780,85% Dark Bar,2023-03-17,12.87,3.54,83.39,129,456.66
121185,ORD-188271,Milk Classic Bar,2023-03-17,13.4,3.25,36.89,119,386.75
121192,ORD-079141,70% Dark Bar,2023-03-17,16.2,3.26,76.0,188,612.88
121209,ORD-183041,Mint Dark Bar,2023-03-17,9.47,3.5,48.03,78,273.0
121271,ORD-073522,70% Dark Bar,2023-03-17,26.6,13.08,50.17,160,2092.8
121346,ORD-070240,Milk Classic Bar,2023-03-18,20.6,2.66,89.24,229,609.14
121349,ORD-067498,Truffle Gift Box,2023-03-18,14.9,3.5,149.91,244,854.0
121351,ORD-171936,Truffle Gift Box,2023-03-18,17.5,17.09,99.69,85,1452.65
121353,ORD-060883,Mixed Assortment Box,2023-03-18,15.1,4.06,76.4,239,970.3399999999999
121401,ORD-158846,Almond Crunch Bar,2023-03-18,12.3,3.43,89.49,191,655.13
121418,ORD-196658,White Choco Bar,2023-03-18,9.0,3.5,26.37,60,210.0
121500,ORD-063859,Truffle Gift Box,2023-03-18,14.0,2.93,93.12,280,820.4000000000001
121514,ORD-003419,Milk Classic Bar,2023-03-18,2.4,3.71,44.51,86,319.06
121546,ORD-043118,70% Dark Bar,2023-03-18,21.2,3.43,179.52,263,902.09
121650,ORD-078106,Milk Classic Bar,2023-03-19,10.4,11.78,81.57,43,506.53999999999996
121713,ORD-054297,85% Dark Bar,2023-03-19,22.8,3.02,27.33,81,244.62
